12 Dates of Christmas [2011];[ABC Family-Freeform Original Movie]
A Family in Crisis: The Elian Gonzales Story [2000];[ABC Family-Freeform Original Movie]
A Miser Brothers' Christmas [2008];[ABC Family-Freeform Original Movie]
A Very Barry Christmas [2005];[ABC Family-Freeform Original Movie]
A Very Pink Christmas [2011];[ABC Family-Freeform Original Movie]
Addams Family Reunion [1998];[ABC Family-Freeform Original Movie]
Alchemy [2005];[ABC Family-Freeform Original Movie]
Angry Angel [2017];[ABC Family-Freeform Original Movie]
Apollo 11 [1996];[ABC Family-Freeform Original Movie]
Au Pair [1999];[ABC Family-Freeform Original Movie]
Au Pair 3: Adventure in Paradise [2009];[ABC Family-Freeform Original Movie]
Au Pair II [2001];[ABC Family-Freeform Original Movie]
Beautiful Girl [2003];[ABC Family-Freeform Original Movie]
Beauty & the Briefcase [2010];[ABC Family-Freeform Original Movie]
Brave New Girl [2004];[ABC Family-Freeform Original Movie]
Britannic [2000];[ABC Family-Freeform Original Movie]
Campus Confidential [2005];[ABC Family-Freeform Original Movie]
Candles in the Dark [1993];[ABC Family-Freeform Original Movie]
Captains Courageous [1996];[ABC Family-Freeform Original Movie]
Casper Meets Wendy [1998];[ABC Family-Freeform Original Movie]
Catch Me If You Can [1998];[ABC Family-Freeform Original Movie]
Celeste in the City [2004];[ABC Family-Freeform Original Movie]
Chasing Christmas [2005];[ABC Family-Freeform Original Movie]
Christmas Bounty [2013];[ABC Family-Freeform Original Movie]
Christmas Caper [2007];[ABC Family-Freeform Original Movie]
Christmas Cupid [2010];[ABC Family-Freeform Original Movie]
Christmas Do-Over [2006];[ABC Family-Freeform Original Movie]
Christmas Every Day [1996];[ABC Family-Freeform Original Movie]
Christmas in Boston [2005];[ABC Family-Freeform Original Movie]
Christmas in Wonderland [2007];[ABC Family-Freeform Original Movie]
Clarence [1990];[ABC Family-Freeform Original Movie]
Coming Unglued [1999];[ABC Family-Freeform Original Movie]
Crimes of Fashion [2004];[ABC Family-Freeform Original Movie]
Cyberbully [2011];[ABC Family-Freeform Original Movie]
